DSC02659,DSC02659,

DSC02659,1000,3795.63675895,3569.64925433,334.660693688,335.40931036,334.930327874,0.748616672795,0.597139116273,2128.94849968
DSC02660,1.79053035639,2.02400990347,1.93862387109,334.247045214,335.938455148,335.064421637,1.69140993382,0.59690013945,1.19181289583
DSC02661,47.9521589962,50.9935028908,49.5626793528,332.93263945,334.442038394,333.650074366,1.50939894399,0.599430407381,29.7555100475
DSC02662,145.329130405,145.543893614,145.457586097,332.9801629,334.349352504,333.669677573,1.3691896042,0.59939519064,87.1970482061
DSC02663,82.0036540718,84.9950701067,83.2073473067,334.455847632,335.775775158,335.148124498,1.31992752596,0.596751064323,49.6293587717
DSC02664,0.604391061832,0.798099483972,0.689504552598,334.357674988,335.826080972,335.073278572,1.46840598363,0.596884361691,0.389603893119
DSC02665,0.278524892474,0.335773006354,0.299444073301,334.379642952,335.776464024,335.073689393,1.39682107172,0.596883629873,0.184877500385
DSC02666,27.7605522322,27.9548867496,27.8587591879,335.258625663,335.961984697,335.511148414,0.703359033955,0.596105378154,16.5525930732
DSC02667,8.02124353367,8.49380624165,8.24314008233,334.698717792,335.635241061,335.059144584,0.936523269252,0.596909540399,4.91240043606
DSC02668,0.461988640666,0.608479159222,0.519978469416,334.799365288,335.749787544,335.097830747,0.950422255699,0.596840628763,0.338166192458
DSC02669,0.39649198553,0.445788213045,0.416479517229,334.682509095,335.814354368,335.090916801,1.13184527361,0.596852943402,0.235173649218
DSC02670,0.421953706111,0.515389186226,0.47254008984,334.770539654,335.826277668,335.093997782,1.05573801415,0.59684745571,0.303675901418
DSC02671,0.438927908798,0.625324641791,0.503035978678,334.774641441,335.637059374,335.063132318,0.862417932749,0.596902436316,0.294917120776
DSC02672,1.7574220902,1.84556110784,1.79976029225,334.793608957,335.674127237,335.127452747,0.880518280129,0.596787873869,1.04456416127
DSC02756,155.764236199,243.777089846,199.988206499,226.70506684,428.055259534,325.591268571,201.350192695,0.614267086701,116.842478915
DSC02757,6.07863962402,6.21982690218,6.15758119589,226.663116924,427.993245563,325.576074227,201.330128639,0.614295753995,3.78583469771
DSC02758,3.39425665093,3.47199065456,3.43407724156,226.727605182,427.880715424,325.591280542,201.153110242,0.614267064114,2.08498669607
DSC02759,2.23698896947,2.80415487146,2.53986367742,225.987509677,427.977962368,325.276766136,201.990452691,0.614861007061,1.58990539952
DSC02760 step 1,3.78217862486,4.59418029457,4.1826217578,226.851393142,427.921673614,325.585594934,201.070280472,0.614277790885,2.60763907838
DSC02761,0.553218131118,0.703714928575,0.615076298314,227.027453324,427.867048672,325.622905461,200.839595348,0.614207405701,0.377749451419
DSC02762,3.99294112645,4.11041826886,4.05286378673,227.068889222,427.812868695,325.642210814,200.743979472,0.614170993066,2.51721558678
DSC02763,788.959353509,1300.1362244,1062.92242092,0.00243490859062,92.3108162837,46.571816818,92.3083813751,4.29444272663,4454.24989649
DSC02764,781.926207018,1292.97434037,1055.92038553,226.894256599,427.778377137,325.639877173,200.884120538,0.614175394416,634.738278291
DSC02747,3.42589893596,3.71305044955,3.53361877592,227.107129933,428.097683504,325.822548249,200.990553571,0.613831059497,2.14879148949
DSC02748,4.20560429883,6.87476721716,5.69413311004,224.366483501,428.273193827,324.808264206,203.906710325,0.615747879719,3.55924471119
DSC02749,2.4906978161,4.98460725464,3.93614599255,227.021693702,427.939789473,325.760501878,200.918095772,0.61394797358,2.46274984237
DSC02750 intval 1,1.03702207151,1.12514253879,1.07399641934,227.011156294,428.103611662,325.768820671,201.092455368,0.613932295878,0.67586426774
DSC02751,0.270235137674,0.44132805866,0.32056251615,227.150167823,428.011118485,325.755898979,200.860950662,0.613956648604,0.255447733445
DSC02752,3.54576101118,4.14053129594,3.81110694534,226.551658094,428.014396303,325.537777667,201.46273821,0.614368020306,2.34523935078
DSC02753,3.00618834056,3.38676248674,3.20195497283,226.934534094,427.974735309,325.70130323,201.040201214,0.614059563214,1.96922376772
DSC02754,661.530451672,976.017141045,812.914047688,0.00381297731507,102.803848226,58.3356107301,102.800035248,3.42843757864,2702.44535562
DSC02755 step 1,661.982494414,976.367946715,813.323719268,227.011405049,427.968313987,325.694915901,200.956908938,0.614071605776,484.886446725
DSC02738,4.79222972989,5.0692068358,4.95657266972,227.171766348,428.03102121,325.80431925,200.859254862,0.613865403812,3.05608582601
DSC02739,2.48312364709,2.6344294832,2.5383899577,227.099953421,427.936577733,325.770455102,200.836624312,0.613929215704,1.54140103613
DSC02740 step 0,5,1.74697308086,1.94549432924,1.84540643272,227.157718379,428.140683773,325.863756943,200.982965394,0.613753434492,1.1764948574
